@relation asciiart
@attribute dcr_by_rle real
@attribute number_of_lines real
@attribute text_size real
@attribute number_of_ngrams real
@attribute class {asciiart, non_asciiart}
@data
1.8309859154929577 1 71 0 non_asciiart
2.0 1 2 0 non_asciiart
1.9776119402985075 1 268 0 non_asciiart
2.0 1 2 0 non_asciiart
1.9324324324324325 1 148 0 non_asciiart
2.0 1 2 0 non_asciiart
1.9444444444444444 1 216 0 non_asciiart
2.0 1 2 0 non_asciiart
1.94331983805668 1 247 0 non_asciiart
2.0 1 2 0 non_asciiart
1.961977186311787 1 526 0 non_asciiart
1.8309859154929577 1 71 0 non_asciiart
1.8356164383561644 2 73 0 non_asciiart
1.9777777777777779 2 270 0 non_asciiart
1.9777777777777779 2 270 0 non_asciiart
1.9333333333333333 2 150 0 non_asciiart
1.9333333333333333 2 150 0 non_asciiart
1.944954128440367 2 218 0 non_asciiart
1.944954128440367 2 218 0 non_asciiart
1.9437751004016064 2 249 0 non_asciiart
1.9437751004016064 2 249 0 non_asciiart
1.9621212121212122 2 528 0 non_asciiart
1.961977186311787 1 526 0 non_asciiart
1.8309859154929577 1 71 0 non_asciiart
1.8356164383561644 2 73 0 non_asciiart
1.9472140762463344 3 341 0 non_asciiart
1.9779411764705883 3 272 0 non_asciiart
1.9617224880382775 3 418 0 non_asciiart
1.9342105263157894 3 152 0 non_asciiart
1.9398907103825136 3 366 0 non_asciiart
1.9454545454545455 3 220 0 non_asciiart
1.9440860215053763 3 465 0 non_asciiart
1.9442231075697212 3 251 0 non_asciiart
1.9561290322580644 3 775 0 non_asciiart
1.9621212121212122 2 528 0 non_asciiart
1.961977186311787 1 526 0 non_asciiart
1.8309859154929577 1 71 0 non_asciiart
1.8356164383561644 2 73 0 non_asciiart
1.9472140762463344 3 341 0 non_asciiart
1.9475218658892128 4 343 0 non_asciiart
1.9619047619047618 4 420 0 non_asciiart
1.9619047619047618 4 420 0 non_asciiart
1.940217391304348 4 368 0 non_asciiart
1.940217391304348 4 368 0 non_asciiart
1.9443254817987152 4 467 0 non_asciiart
1.9443254817987152 4 467 0 non_asciiart
1.9562419562419562 4 777 0 non_asciiart
1.9561290322580644 3 775 0 non_asciiart
1.9621212121212122 2 528 0 non_asciiart
1.961977186311787 1 526 0 non_asciiart
1.6 1 5 0 non_asciiart
2.0 1 80 0 non_asciiart
1.6 1 5 0 non_asciiart
1.9764705882352942 2 85 0 non_asciiart
2.0 1 80 0 non_asciiart
1.6 1 5 0 non_asciiart
1.9764705882352942 2 85 0 non_asciiart
1.9764705882352942 2 85 0 non_asciiart
2.0 1 80 0 non_asciiart
1.6 1 5 0 non_asciiart
1.9764705882352942 2 85 0 non_asciiart
1.9764705882352942 2 85 0 non_asciiart
1.9764705882352942 2 85 0 non_asciiart
2.0 1 80 0 non_asciiart
2.0 1 14 0 non_asciiart
1.8461538461538463 1 39 0 non_asciiart
1.875 1 48 0 non_asciiart
2.0 1 14 0 non_asciiart
1.8867924528301887 2 53 0 non_asciiart
1.8620689655172413 2 87 0 non_asciiart
1.875 1 48 0 non_asciiart
2.0 1 14 0 non_asciiart
1.8867924528301887 2 53 0 non_asciiart
1.881188118811881 3 101 0 non_asciiart
1.8620689655172413 2 87 0 non_asciiart
1.875 1 48 0 non_asciiart
2.0 1 14 0 non_asciiart
1.8867924528301887 2 53 0 non_asciiart
1.881188118811881 3 101 0 non_asciiart
1.881188118811881 3 101 0 non_asciiart
1.8620689655172413 2 87 0 non_asciiart
1.875 1 48 0 non_asciiart
2.0 1 106 0 non_asciiart
1.7692307692307692 1 26 0 non_asciiart
2.0 1 12 0 non_asciiart
2.0 1 2 0 non_asciiart
1.9814814814814814 1 108 0 non_asciiart
2.0 1 106 0 non_asciiart
1.9545454545454546 2 132 0 non_asciiart
1.8421052631578947 2 38 0 non_asciiart
2.0 2 14 0 non_asciiart
1.981818181818182 2 110 0 non_asciiart
1.9814814814814814 1 108 0 non_asciiart
2.0 1 106 0 non_asciiart
1.9545454545454546 2 132 0 non_asciiart
1.9583333333333333 3 144 0 non_asciiart
1.85 3 40 0 non_asciiart
1.9836065573770492 3 122 0 non_asciiart
1.981818181818182 2 110 0 non_asciiart
1.9814814814814814 1 108 0 non_asciiart
2.0 1 106 0 non_asciiart
1.9545454545454546 2 132 0 non_asciiart
1.9583333333333333 3 144 0 non_asciiart
1.9589041095890412 4 146 0 non_asciiart
1.945945945945946 4 148 0 non_asciiart
1.9836065573770492 3 122 0 non_asciiart
1.981818181818182 2 110 0 non_asciiart
1.9814814814814814 1 108 0 non_asciiart
1.935483870967742 1 31 0 non_asciiart
2.0 1 39 0 non_asciiart
1.935483870967742 1 31 0 non_asciiart
1.9714285714285715 2 70 0 non_asciiart
2.0 1 39 0 non_asciiart
1.935483870967742 1 31 0 non_asciiart
1.9714285714285715 2 70 0 non_asciiart
1.9714285714285715 2 70 0 non_asciiart
2.0 1 39 0 non_asciiart
1.935483870967742 1 31 0 non_asciiart
1.9714285714285715 2 70 0 non_asciiart
1.9714285714285715 2 70 0 non_asciiart
1.9714285714285715 2 70 0 non_asciiart
2.0 1 39 0 non_asciiart
1.986842105263158 1 304 0 non_asciiart
1.986842105263158 1 304 0 non_asciiart
1.986842105263158 1 304 0 non_asciiart
1.986842105263158 1 304 0 non_asciiart
1.986842105263158 1 304 0 non_asciiart
1.986842105263158 1 304 0 non_asciiart
1.986842105263158 1 304 0 non_asciiart
1.986842105263158 1 304 0 non_asciiart
1.986842105263158 1 304 0 non_asciiart
1.986842105263158 1 304 0 non_asciiart
1.9234042553191488 1 235 0 non_asciiart
1.9234042553191488 1 235 0 non_asciiart
1.9234042553191488 1 235 0 non_asciiart
1.9234042553191488 1 235 0 non_asciiart
1.9234042553191488 1 235 0 non_asciiart
1.9234042553191488 1 235 0 non_asciiart
1.9234042553191488 1 235 0 non_asciiart
1.9234042553191488 1 235 0 non_asciiart
1.9234042553191488 1 235 0 non_asciiart
1.9234042553191488 1 235 0 non_asciiart
1.9333333333333333 1 30 0 non_asciiart
1.9627329192546583 1 322 0 non_asciiart
1.9333333333333333 1 30 0 non_asciiart
1.9602272727272727 2 352 0 non_asciiart
1.9627329192546583 1 322 0 non_asciiart
1.9333333333333333 1 30 0 non_asciiart
1.9602272727272727 2 352 0 non_asciiart
1.9602272727272727 2 352 0 non_asciiart
1.9627329192546583 1 322 0 non_asciiart
1.9333333333333333 1 30 0 non_asciiart
1.9602272727272727 2 352 0 non_asciiart
1.9602272727272727 2 352 0 non_asciiart
1.9602272727272727 2 352 0 non_asciiart
1.9627329192546583 1 322 0 non_asciiart
1.9661016949152543 1 59 0 non_asciiart
1.9814814814814814 1 216 0 non_asciiart
1.9661016949152543 1 59 0 non_asciiart
1.9781818181818183 2 275 0 non_asciiart
1.9814814814814814 1 216 0 non_asciiart
1.9661016949152543 1 59 0 non_asciiart
1.9781818181818183 2 275 0 non_asciiart
1.9781818181818183 2 275 0 non_asciiart
1.9814814814814814 1 216 0 non_asciiart
1.9661016949152543 1 59 0 non_asciiart
1.9781818181818183 2 275 0 non_asciiart
1.9781818181818183 2 275 0 non_asciiart
1.9781818181818183 2 275 0 non_asciiart
1.9814814814814814 1 216 0 non_asciiart
1.9411764705882353 1 34 0 non_asciiart
1.9733333333333334 1 600 0 non_asciiart
1.9411764705882353 1 34 0 non_asciiart
1.971608832807571 2 634 0 non_asciiart
1.9733333333333334 1 600 0 non_asciiart
1.9411764705882353 1 34 0 non_asciiart
1.971608832807571 2 634 0 non_asciiart
1.971608832807571 2 634 0 non_asciiart
1.9733333333333334 1 600 0 non_asciiart
1.9411764705882353 1 34 0 non_asciiart
1.971608832807571 2 634 0 non_asciiart
1.971608832807571 2 634 0 non_asciiart
1.971608832807571 2 634 0 non_asciiart
1.9733333333333334 1 600 0 non_asciiart
1.945945945945946 1 37 0 non_asciiart
1.971326164874552 1 558 0 non_asciiart
1.945945945945946 1 37 0 non_asciiart
1.969747899159664 2 595 0 non_asciiart
1.971326164874552 1 558 0 non_asciiart
1.945945945945946 1 37 0 non_asciiart
1.969747899159664 2 595 0 non_asciiart
1.969747899159664 2 595 0 non_asciiart
1.971326164874552 1 558 0 non_asciiart
1.945945945945946 1 37 0 non_asciiart
1.969747899159664 2 595 0 non_asciiart
1.969747899159664 2 595 0 non_asciiart
1.969747899159664 2 595 0 non_asciiart
1.971326164874552 1 558 0 non_asciiart
1.9166666666666667 1 24 0 non_asciiart
1.9827586206896552 1 116 0 non_asciiart
1.9166666666666667 1 24 0 non_asciiart
1.9714285714285715 2 140 0 non_asciiart
1.9827586206896552 1 116 0 non_asciiart
1.9166666666666667 1 24 0 non_asciiart
1.9714285714285715 2 140 0 non_asciiart
1.9714285714285715 2 140 0 non_asciiart
1.9827586206896552 1 116 0 non_asciiart
